Date,Open,High,Low,Close,Volume (BTC),Volume (Currency),Weighted Price
2017-08-11,3496.1379,3792.3272,3484.7972,3714.9999,934.8920788,3379495.19151,3614.8505995
2017-08-10,3435.5002,3520.0,3413.3601,3498.0001,549.5532512,1910669.12464,3476.76793916
2017-08-09,3496.1336,3500.0,3325.0363,3435.5,951.40109785,3250486.68991,3416.52610793
2017-08-08,3440.8299,3549.0544,3405.2529,3496.4281,1127.79293239,3918852.50443,3474.79789231
2017-08-07,3263.74,3449.5099,3214.3882,3442.22,826.19377017,2780536.36209,3365.47727965
2017-08-06,3276.0599,3310.88,3175.0,3263.74,688.17999247,2240467.0973,3255.64114303
2017-08-05,2892.5498,3330.0,2889.7292,3275.1793,1687.17445329,5331432.19795,3159.9768403
2017-08-04,2806.355,2897.55,2799.26,2897.4898,641.86140373,1830271.38023,2851.5055892
2017-08-03,2751.7739,2816.0594,2747.0126,2802.6259,457.47664225,1272685.66977,2781.96863454
2017-08-02,2777.5455,2800.0,2730.0,2751.0735,505.96594822,1401212.19378,2769.3804271
2017-08-01,2859.0218,2977.972,2685.0,2777.5284,1247.15203225,3483942.23226,2793.51846621
2017-07-31,2773.9,2899.0,2750.01,2861.0,761.44023977,2149621.22333,2823.09905762
2017-07-30,2743.3696,2789.89,2671.305,2773.8999,497.39803255,1360028.58497,2734.28621741
2017-07-29,2809.2157,2812.7588,2715.0,2745.0,521.70156108,1438520.94533,2757.36369727
2017-07-28,2695.9992,2857.1583,2695.999,2809.2195,1076.43887702,2987668.34929,2775.51137652
2017-07-27,2574.3381,2735.744,2563.0,2695.9996,749.50614636,1967201.68158,2624.66384184
2017-07-26,2601.1896,2640.0,2493.48,2573.7883,938.46825477,2401496.0578,2558.95289541
2017-07-25,2776.8623,2785.0,2486.7704,2593.7045,1374.10505165,3608890.69435,2626.35719883
2017-07-24,2780.3006,2804.121,2748.9711,2776.8631,463.43828185,1287726.45393,2778.63634569
2017-07-23,2838.1016,2860.0,2686.0415,2780.9999,865.85209065,2401587.66581,2773.66965068
2017-07-22,2716.0914,2893.73,2687.2716,2838.1,1094.6315913,3081450.34149,2815.05701643
2017-07-21,2875.3693,2890.99,2637.8311,2718.9632,1475.42590197,4049731.15232,2744.78789271
2017-07-20,2341.999,2942.0,2341.0614,2875.3693,2224.80759107,5869061.38373,2638.00852141
2017-07-19,2420.0293,2489.8781,2289.5268,2342.9989,1179.4627647,2811770.15924,2383.94143791
2017-07-18,2268.5403,2547.3708,2204.2309,2413.1087,1599.15751338,3781253.28677,2364.52835642
2017-07-17,1950.1826,2270.6386,1950.1824,2268.5415,1017.50761666,2151277.45819,2114.26177354
2017-07-16,2045.4311,2118.9999,1852.0169,1955.9774,1326.59814265,2596799.89202,1957.48796001
2017-07-15,2307.2694,2307.2694,2001.0002,2048.0167,1269.08579459,2700621.44009,2128.00541272
2017-07-14,2403.0,2420.6561,2250.0,2307.3114,645.79501771,1511474.32611,2340.48619866
2017-07-13,2419.1729,2449.8448,2389.4422,2405.8662,431.40895469,1043722.60122,2419.33457773
2017-07-12,2374.37,2449.8515,2325.0689,2419.173,834.56954407,1999820.92214,2396.23041166
2017-07-11,2434.7782,2476.7408,2320.0,2392.5769,998.00932471,2402889.13274,2407.68204589
2017-07-10,2584.1602,2600.0,2361.368,2446.3468,705.06220353,1757757.64991,2493.05329532
2017-07-09,2627.4998,2630.0,2580.1301,2581.25,211.21825,550583.386004,2606.70366317
2017-07-08,2582.997,2632.6531,2550.155,2627.0,347.70325415,900872.060436,2590.92214319
2017-07-07,2671.3584,2676.2,2550.3809,2582.9976,498.10854972,1301910.43642,2613.70827132
2017-07-06,2679.2305,2689.7435,2638.457,2675.0076,248.49638678,661540.803667,2662.1747392
2017-07-05,2669.2497,2690.0,2617.1779,2679.2315,383.08839447,1017130.58263,2655.08064799
2017-07-04,2649.6085,2710.0,2632.2142,2668.9757,500.1209406,1337943.88435,2675.24067827
2017-07-03,2609.9999,2705.35,2565.2985,2649.6086,462.59244203,1222158.97874,2641.97783556
2017-07-02,2543.9989,2616.9999,2493.8379,2606.1303,351.00554155,896167.938625,2553.14470156
2017-07-01,2575.3186,2620.0,2506.2001,2541.7003,400.04325841,1028187.51588,2570.19083378
2017-06-30,2639.56,2679.3105,2541.0868,2575.3186,430.85806917,1129088.94225,2620.55888711
2017-06-29,2681.4626,2700.7934,2612.5132,2639.7299,510.17345844,1357132.78095,2660.13991613
2017-06-28,2670.8101,2720.0,2580.1375,2682.2184,775.25869518,2055938.91657,2651.93919056
2017-06-27,2521.0592,2675.2999,2414.7632,2675.2999,1082.02049937,2728969.22237,2522.10491757
2017-06-26,2699.6301,2755.0,2380.0,2527.7906,1303.7161751,3352196.74617,2571.26267987
2017-06-25,2751.929,2780.0,2608.7589,2706.2799,681.52465348,1849318.74228,2713.50234042
2017-06-24,2815.8982,2835.5,2700.0,2752.0839,562.25673507,1559580.18288,2773.786574
2017-06-23,2834.8393,2860.2493,2790.0,2813.41,262.39089764,741990.818863,2827.80700678
2017-06-22,2815.9758,2855.0,2755.4999,2824.1662,396.98436297,1118789.15514,2818.21970711
2017-06-21,2839.4374,2875.0,2748.6794,2815.9768,887.05390388,2502506.15809,2821.14327793
2017-06-20,2714.8769,2870.4408,2696.3239,2847.9999,1069.40186219,2965425.24357,2772.97557487
2017-06-19,2710.0,2740.5937,2674.9002,2712.7334,557.23729217,1511275.07229,2712.08530644
2017-06-18,2775.6674,2788.3926,2651.1701,2708.9449,703.95754283,1906657.49533,2708.4836504
2017-06-17,2665.9999,2800.0,2623.507,2770.33,560.23854085,1528551.21008,2728.39352995
2017-06-16,2580.0002,2692.6834,2509.373,2666.9977,775.43746079,2040955.68292,2632.00552736
2017-06-15,2678.3802,2743.8599,2250.0002,2586.2061,2821.46491837,7152721.17551,2535.10902402
2017-06-14,2855.0016,2902.7159,2559.667,2678.3801,1408.38941647,3862781.21299,2742.69400765
2017-06-13,2761.0757,2921.3203,2760.0,2855.0035,627.6789245,1789126.24231,2850.38444415
2017-06-12,3058.9998,3087.0,2700.5783,2761.0756,2275.14516479,6586913.73697,2895.16196105
2017-06-11,2934.9999,3059.0,2932.1311,3058.9999,890.25757716,2675263.74359,3005.04462104
2017-06-10,2888.0001,2958.9,2880.0,2932.8366,409.0597434,1196236.86791,2924.35735173
2017-06-09,2867.0001,2905.6444,2830.0,2888.0,385.52362948,1108999.51663,2876.60582083
2017-06-08,2761.0,2877.0,2690.0,2869.9964,488.35285874,1377407.88783,2820.51771209
2017-06-07,2922.3775,2933.0,2675.52,2767.2812,1280.33806452,3622268.6115,2829.15013767
2017-06-06,2771.0,2973.0679,2765.9598,2915.4641,1464.17849635,4207800.28652,2873.83013547
2017-06-05,2646.999,2779.9447,2636.2513,2765.5981,639.7875491,1726170.21716,2698.03658978
2017-06-04,2656.5041,2665.0,2598.2137,2646.1677,390.09815979,1027776.61051,2634.66151973
2017-06-03,2600.4894,2670.4894,2562.587,2665.3103,579.06356612,1515660.87704,2617.43436423
2017-06-02,2570.4857,2600.4894,2545.5107,2600.4894,547.47278997,1412610.18366,2580.23815895
2017-06-01,2485.567,2620.9999,2481.0031,2570.4857,748.32188221,1914912.62199,2558.94243842
2017-05-31,2441.4229,2568.5671,2380.0003,2480.6657,1511.24682108,3726225.71,2465.66322458
2017-05-30,2483.4048,2564.0,2400.0,2436.5594,1106.69135847,2751881.97068,2486.58485459
2017-05-29,2346.7317,2510.0,2296.0,2485.4719,886.89287179,2148289.29138,2422.26469478
2017-05-28,2230.0,2509.0,2230.0,2352.4639,1091.14930295,2587205.95036,2371.08335529
2017-05-27,2392.4301,2471.5333,2000.0,2190.9429,1829.51443253,4057919.81816,2218.03105021
